,KEY_CODE,predicted_2021,predicted_2022,predicted_2023,predicted_2024
153,0620119007,42,32,23,25
154,0620119008,18,17,16,14
155,0620201001,22,15,15,15
156,0620201002,16,12,11,13
157,0620201004,35,27,23,33
158,0620201005,29,24,15,28
159,0620201006,9,6,2,7
160,0620201007,22,17,14,17
161,0620201008,7,3,5,3
162,0620201009,6,2,5,1
163,0620201010,79,64,60,70
164,0620201011,194,156,141,164
165,0620201012,138,99,119,116
166,0620201013,40,18,21,32
167,0620201014,159,82,108,112
168,0620201015,82,37,42,63
169,0620201016,8,8,4,4
170,0620201017,57,31,26,33
171,0620202001,198,141,137,167
172,0620202002,273,217,237,260
173,0620202003,211,136,174,186
174,0620202004,25,20,21,22
175,0620203001,163,130,88,93
176,0620203002,211,180,183,191
177,0620203003,53,33,33,35
178,0620203004,39,14,14,14
179,0620203005,123,108,91,95
180,0620203006,276,177,216,242
181,0620203007,140,54,80,100
182,0620203008,39,24,28,33
183,0620203009,18,2,5,13
184,0620203010,219,178,193,203
185,0620204001,506,460,413,480
186,0620204002,512,427,415,449
187,0620204003,297,240,239,237
188,0620204004,130,47,93,101
189,0620204005,176,155,118,154
190,0620204006,77,83,74,84
191,0620204007,447,395,393,399
192,0620205001,269,260,245,256
193,0620205002,302,306,270,296
194,0620205003,261,264,247,269
195,0620205004,257,242,234,262
196,0620205005,275,265,242,251
197,0620205006,359,344,306,328
198,0620206001,213,205,184,198
199,0620206002,213,161,170,177
200,0620206003,75,63,70,73
201,0620206004,75,61,52,54
202,0620206005,241,211,204,229
203,0620206006,356,305,260,300
204,0620206007,97,84,78,88
205,0620207001,60,27,33,38
206,0620207002,105,49,91,98
207,0620207003,57,28,34,62
208,0620207004,74,38,53,51
209,0620207005,30,13,20,37
210,0620207006,222,108,171,200
211,0620207007,60,11,27,38
212,0620207008,2,0,0,1
213,0620207009,13,14,8,17
214,0620207010,94,43,69,90
215,0620207011,137,89,86,138
216,0620207012,108,62,81,64
217,0620207013,73,51,68,73
218,0620207014,1,1,0,1
219,0620207015,14,7,4,7
220,0620207016,7,5,4,10
221,0620207017,87,38,55,83
222,0620207018,67,30,67,46
223,0620207019,121,69,105,107
224,0620207020,77,29,61,70
225,0620207021,63,34,31,37
226,0620208001,153,146,144,149
227,0620208002,69,63,58,67
228,0620208003,355,311,299,318
229,0620208004,28,23,25,24
230,0620208005,54,49,50,49
231,0620208006,203,152,143,172
232,0620208007,185,152,147,167
233,0620208008,109,96,96,107
234,0620208009,291,265,278,278
235,0620208010,218,196,184,191
236,0620208011,244,243,241,235
237,0620208012,497,501,484,492
238,0620209001,241,158,163,186
239,0620209002,12,0,1,2
240,0620209003,143,79,121,107
241,0620209004,42,24,23,30
242,0620209005,12,10,8,9
243,0620209006,117,100,101,107
244,0620209007,49,25,41,44
245,0620209008,8,2,6,7
246,0620209009,3,6,0,4
247,0620209010,56,11,22,32
248,0620209014,85,60,64,72
249,0620209015,215,150,207,220
250,0620209016,58,23,23,52
251,0620210001,443,393,342,388
252,0620210002,247,252,182,214
253,0620210003,77,75,74,77
254,0620210004,128,98,74,120
255,0620210005,11,8,8,14
256,0620210006,244,223,213,255
257,0620210007,137,128,112,158
258,0620210008,28,25,20,23
259,0620210009,118,69,79,95
260,0620210010,257,172,189,195
261,0620210011,32,19,26,23
262,0620210012,234,182,170,234
263,0620210013,281,282,240,285
264,0620210014,238,218,206,235
265,0620210015,316,307,295,307
266,0620210016,206,168,147,195
267,0620210017,526,483,458,518
268,0620210999,4,4,1,2
269,0620211001,1,0,0,1
270,0620211002,6,1,1,4
271,0620211003,0,0,0,1
272,0620211004,43,19,22,33
273,0620211005,2,1,1,0
274,0620211006,67,31,50,55
275,0620211007,15,17,19,19
276,0620211008,9,4,6,10
277,0620211022,50,29,33,51
278,0620211024,1,0,0,1
279,0620211025,33,19,20,25
280,0620211026,70,39,55,67
281,0620211027,45,23,29,39
282,0620211028,63,42,47,58
283,0620211029,52,27,44,48
284,0620211030,6,2,2,6
285,0620211031,63,31,60,57
286,0620211032,1,0,0,3
287,0620211033,152,99,128,148
288,0620211034,24,6,5,21
289,0620301001,176,183,197,184
290,0620301002,10,8,10,8
291,0620301003,3,4,6,3
292,0620301004,44,61,57,48
293,0620301005,3,3,5,4
294,0620301006,94,89,105,88
295,0620301007,300,304,316,289
296,0620301008,14,41,36,16
297,0620301009,88,80,83,89
298,0620301010,4,2,3,3
299,0620301012,19,23,23,19
300,0620302001,8,10,10,9
301,0620302002,113,114,118,103
302,0620302003,95,110,110,97
303,0620302004,72,73,73,68
304,0620302005,195,202,210,202
305,0620302006,148,172,189,160
306,0620302007,222,241,275,255
307,0620302008,215,245,256,245
308,0620303001,121,123,127,107
309,0620303002,187,201,232,191
310,0620303003,348,343,383,352
311,0620303004,166,162,180,171
312,0620303005,163,182,178,169
313,0620303006,196,192,224,205
314,0620303007,183,204,232,179
315,0620303008,170,147,190,154
316,0620303009,126,114,135,119
317,0620303010,194,201,231,185
318,0620304001,157,185,217,178
319,0620304002,259,284,305,259
320,0620305001,261,252,265,242
321,0620305002,325,328,349,347
322,0620305003,96,119,123,115
323,0620305004,33,25,37,30
324,0620305005,210,218,230,215
325,0620305006,381,420,448,412
326,0620305007,242,261,263,241
327,0620305008,105,124,134,135
328,0620305009,215,213,233,211
329,0620305010,104,159,160,135
330,0620305011,309,316,344,327
331,0620305012,209,231,247,242
332,0620305013,344,339,372,360
333,0620305014,453,467,488,491
334,0620306001,180,190,198,191
335,0620306002,257,230,261,253
336,0620306003,225,234,246,229
337,0620306004,109,106,113,106
338,0620306005,180,173,177,167
339,0620306006,227,230,236,223
340,0620306007,150,152,153,124
341,0620306008,43,46,44,43
342,0620306009,196,209,207,203
343,0620306010,261,266,280,272
344,0620306011,386,375,395,376
345,0620307001,338,322,343,330
346,0620307002,340,348,365,359
347,0620307003,331,339,343,302
348,0620307004,196,200,198,181
349,0620307005,380,377,405,367
350,0620307006,159,155,170,152
351,0620307007,173,172,178,167
352,0620307008,217,207,227,221
353,0620308001,415,448,471,440
354,0620308002,14,16,17,13
355,0620308003,2,3,3,2
356,0620308004,69,77,77,66
357,0620308005,43,54,64,53
358,0620308006,69,82,84,51
359,0620308007,36,51,47,42
360,0620308008,7,11,7,5
361,0620308009,27,13,33,27
362,0620308010,46,58,62,41
363,0620308011,43,34,63,44
364,0620308012,2,1,1,0
365,0620309001,66,62,81,60
366,0620309002,20,27,21,17
367,0620309003,407,422,452,432
368,0620309004,53,58,69,55
369,0620309005,244,250,290,257
370,0620309006,88,96,112,98
371,0620309007,208,201,219,173
372,0620309008,98,107,118,91
373,0620309009,97,99,100,94
374,0620309010,173,168,183,166
375,0620309011,15,16,16,12
376,0620309012,48,52,63,47
377,0620309013,74,66,78,69
378,0620309014,40,43,51,48
379,0620310001,32,70,51,54
380,0620310002,269,283,288,285
381,0620310003,199,222,223,229
382,0620310004,1,3,7,4
383,0620310005,5,4,6,12
384,0620311004,0,1,0,0
385,0620311005,0,0,2,1
386,0620312001,153,150,160,155
387,0620312002,516,478,559,538
388,0620312003,211,198,232,220
389,0620312004,239,197,279,254
390,0620312005,508,473,534,490
391,0620312006,4,6,5,5
392,0620312007,101,99,114,98
393,0620312008,22,30,34,24
394,0620312009,39,41,41,33
395,0620312010,113,123,123,118
396,0620312011,143,153,153,146
397,0620312012,67,70,72,67
398,0620312013,181,181,184,187
399,0620312014,265,266,284,283
400,0620313001,809,862,901,794
401,0620313002,381,384,433,390
402,0620313003,189,192,195,186
403,0620313004,90,95,98,97
404,0620313005,214,216,223,220
405,0620313006,105,105,120,117
406,0620313007,123,120,123,125
407,0620313008,19,22,22,13
408,0620313009,59,65,75,63
409,0620313010,121,128,135,120
410,0620314001,307,311,331,316
411,0620314002,209,203,223,211
412,0620314003,311,279,327,307
413,0620314004,247,266,279,270
414,0620314005,221,231,243,225
415,0620314006,158,165,179,155
416,0620314007,275,266,290,276
417,0620314008,89,97,98,91
418,0620314009,190,197,197,170
419,0620314010,492,484,544,503
420,0620314011,283,278,304,276
421,0620314012,40,47,49,45
422,0620315001,228,183,236,196
423,0620315002,260,267,282,263
424,0620315003,276,271,298,277
425,0620315004,119,96,137,129
426,0620315005,212,217,227,182
427,0620315006,175,182,184,165
428,0620315007,123,118,126,118
429,0620315008,270,275,269,253
430,0620315009,163,177,175,178
431,0620315010,525,554,600,552
432,0620315011,205,203,225,221
433,0620315012,79,83,87,82
434,0620315013,606,616,681,603
435,0620316001,112,115,130,110
436,0620316002,548,553,598,546
437,0620316003,302,309,339,307
438,0620316004,464,467,529,463
439,0620317001,312,317,333,303
440,0620317002,4,4,4,3
441,0620317003,44,43,49,42
442,0620317004,325,317,362,341
443,0620317005,172,171,195,184
444,0620317006,374,318,398,365
445,0620317007,397,419,468,439
446,0620318001,213,229,249,208
447,0620318002,189,188,215,200
448,0620318003,278,295,300,270
449,0620318005,175,188,182,177
450,0620318006,273,302,302,286
451,0620318007,123,112,146,142
452,0620318008,191,192,199,188
453,0620318009,335,341,364,342
454,0620318010,136,149,161,146
455,0620318011,285,282,311,290
456,0620318012,124,120,135,126
457,0620318013,227,224,249,232
458,0620318014,229,234,260,218
459,0620318015,117,119,132,110
460,0620318016,197,197,214,208
461,0620319001,62,68,66,61
462,0620319002,255,267,277,248
463,0620319003,191,205,216,195
464,0620319004,97,109,112,104
465,0620319005,406,400,439,404
466,0620319006,188,173,191,193
467,0620319007,77,73,80,77
468,0620319008,75,76,86,84
469,0620319009,205,244,282,241
470,0620319010,324,548,627,438
471,0620319011,56,78,94,68
472,0620319012,656,766,884,691
473,0620319013,154,146,163,114
474,0620319014,67,161,165,159
475,0620319015,54,66,74,68
476,0620319016,56,70,77,70
477,0620319017,78,99,100,91
478,0620319018,148,187,214,183
479,0620319019,123,125,142,138
480,0620319020,220,230,258,240
481,0620319021,102,105,112,104
482,0620320001,135,53,118,60
483,0620320002,106,57,122,63
484,0620320003,176,152,196,134
485,0620320004,514,501,659,481
486,0620320005,503,615,664,524
487,0620320006,279,406,438,313
488,0620320007,255,350,374,269
489,0620320008,196,258,303,206
490,0620320009,366,386,431,297
491,0620320010,224,316,324,227
492,0620320011,395,378,427,341
493,0620320012,276,291,321,295
494,0620320013,265,250,285,256
495,0620320014,117,120,130,128
496,0620320015,311,319,380,332
497,0620320016,176,163,179,169
498,0620320017,259,303,355,312
499,0620320018,223,206,258,241
500,0620320019,235,241,262,249
501,0620320020,212,214,216,203
502,0620320021,508,535,543,491
503,0620320022,111,109,122,111
504,0620320023,255,256,273,264
505,0620320024,8,3,7,3
506,0620320025,216,215,249,223
507,0620320026,635,742,814,678
508,0620320027,186,194,213,171
509,0620320028,352,302,359,325
510,0620320029,216,239,247,236
511,0620320030,551,532,585,519
512,0620320031,105,102,112,83
513,0620320032,121,128,139,128
514,0620321001,21,16,25,16
515,0620321002,4,2,4,2
516,0620321003,9,10,14,3
517,0620321005,3,4,7,8
518,0620321006,3,1,2,1
519,0620321007,7,7,6,7
520,0620321008,4,4,6,3
521,0620321009,37,43,41,36
522,0620321010,67,77,77,66
523,0620321011,60,73,121,83
524,0620321012,169,181,247,151
525,0620322001,178,173,185,188
526,0620322002,118,117,121,121
527,0620322003,213,221,228,218
528,0620322004,362,376,392,247
529,0620322005,373,346,400,309
530,0620322006,157,190,202,161
531,0620322007,188,204,221,164
532,0620322008,210,226,233,228
533,0620322009,165,169,172,167
534,0620322010,473,475,486,455
535,0620322011,90,91,99,90
536,0620322012,320,307,339,312
537,0620323001,139,132,142,134
538,0620324001,158,243,256,230
539,0620324002,88,180,184,153
540,0620324003,661,791,885,684
541,0620324004,309,226,315,208
542,0620324005,280,176,262,193
543,0620324006,336,237,352,165
544,0620324007,531,617,652,444
545,0620324008,217,231,250,193
546,0620324009,77,78,83,48
547,0620324010,155,185,194,113
548,0620324011,140,147,171,92
549,0620324012,91,97,112,72
550,0620324013,76,85,97,82
551,0620324014,215,244,246,184
552,0620324015,61,71,70,60
553,0620324016,31,27,31,30
554,0620324017,99,90,96,91
555,0620324018,348,369,404,270
556,0620324019,99,69,92,70
557,0620324020,156,164,189,141
558,0620324021,141,122,143,126
559,0620324022,13,15,14,15
560,0620324023,153,154,166,145
561,0620325001,54,36,60,53
562,0620325002,66,41,65,51
563,0620325003,41,36,57,47
564,0620325004,149,103,141,136
565,0620325005,183,114,228,193
566,0620325006,163,73,166,140
567,0620325007,77,62,96,94
568,0620325008,84,58,92,71
569,0620325009,135,139,168,144
570,0620325010,8,11,5,7
571,0620325011,172,173,189,183
572,0620325012,156,188,201,177
573,0620326001,3,3,4,2
574,0620326002,73,55,69,45
575,0620326003,47,36,64,58
576,0620326004,101,75,139,100
577,0620326005,138,92,151,123
578,0620326006,3,2,2,1
579,0620326007,8,7,10,5
580,0620326008,11,6,6,11
581,0620326009,24,24,16,21
582,0620326010,33,10,32,27
583,0620326011,11,5,5,3
584,0620327001,53,37,40,23
585,0620327002,24,39,38,31
586,0620327003,177,111,154,122
587,0620327004,84,48,79,38
588,0620327005,105,69,105,73
589,0620327006,48,20,51,33
590,0620327007,9,5,10,4
591,0620327008,27,32,34,33
592,0620327009,82,94,103,79
593,0620327010,36,45,57,38
594,0620327011,74,75,83,79
595,0620327012,115,130,139,128
596,0620327013,50,58,56,51
597,0620327014,55,62,69,61
598,0620327015,31,36,40,42
599,0620327016,206,234,282,208
600,0620328001,4,3,6,3
601,0620328002,33,27,33,13
602,0620328004,5,7,9,4
603,0620328005,21,9,16,13
604,0620328006,3,3,14,4
605,0620328007,6,3,6,5
606,0620328008,19,18,30,33
607,0620328009,51,85,92,74
608,0620329001,81,99,106,108
609,0620329003,75,73,81,82
610,0620329004,19,36,50,43
611,0620329005,72,85,98,88
612,0620329006,64,73,66,78
613,0620329007,30,25,16,29
614,0620329008,20,20,33,29
615,0620329010,236,281,268,237
616,0620329011,22,18,20,16
617,0620330001,82,69,97,78
618,0620330002,153,119,214,164
619,0620330003,17,19,22,18
620,0620330004,348,388,411,413
621,0620330005,102,79,133,113
622,0620330006,257,176,342,269
623,0620330007,24,28,47,27
624,0620331001,193,195,228,178
625,0620331002,128,155,174,106
626,0620401003,553,554,581,512
627,0620401004,213,212,223,217
628,0620401005,640,625,649,613
629,0620401008,106,107,109,105
630,0620402001,321,343,347,333
631,0620402002,267,279,293,283
632,0620402003,324,343,366,351
633,0620402004,144,157,161,149
634,0620402005,439,457,454,420
635,0620402006,447,459,495,462
636,0620402007,523,562,569,534
637,0620403001,142,136,144,143
638,0620403002,388,376,409,394
639,0620403003,379,405,412,398
640,0620403004,114,118,121,120
641,0620403005,16,22,8,17
642,0620403006,691,673,758,703
643,0620403007,389,402,455,400
644,0620403008,108,112,107,108
645,0620403009,437,448,457,442
646,0620404001,253,214,273,276
647,0620404002,158,170,230,240
648,0620404003,124,142,165,154
649,0620404004,59,46,63,52
650,0620404005,163,169,190,195
651,0620404006,46,56,60,56
652,0620404007,376,414,445,415
653,0620404009,2,2,4,2
654,0620404010,524,573,600,487
655,0620405001,211,214,219,208
656,0620405002,265,262,277,261
657,0620405003,193,221,220,209
658,0620405004,121,143,162,123
659,0620405005,5,10,13,7
660,0620405006,259,282,282,269
661,0620405007,240,250,261,255
662,0620405008,113,113,124,121
663,0620405009,98,110,111,111
664,0620405010,474,509,518,501
665,0620405011,439,463,497,464
666,0620406001,156,169,174,162
667,0620406002,580,633,662,596
668,0620406003,243,246,255,237
669,0620406004,224,247,248,234
670,0620406005,144,158,160,140
671,0620406006,78,80,81,77
672,0620406007,316,330,326,321
673,0620406008,59,60,64,55
674,0620406009,145,153,158,142
675,0620406010,152,164,168,162
676,0620406011,63,69,68,65
677,0620406012,183,195,193,182
678,0620406013,184,206,204,194
679,0620406014,127,149,151,137
680,0620406015,47,46,48,40
681,0620406016,70,79,82,68
682,0620407001,255,273,273,270
683,0620407002,339,344,356,342
684,0620407003,100,98,107,114
685,0620407004,840,921,959,884
686,0620407005,404,410,440,417
687,0620407006,161,177,186,180
688,0620407007,92,98,97,96
689,0620407008,93,102,99,99
690,0620407009,245,244,255,252
691,0620407010,144,143,152,147
692,0620408001,296,303,307,313
693,0620408002,192,195,200,199
694,0620408003,526,521,554,555
695,0620408004,184,185,186,186
696,0620408005,124,115,119,106
697,0620408006,248,256,259,243
698,0620408007,451,455,467,443
699,0620408008,432,453,467,417
700,0620409001,915,944,984,914
701,0620409002,173,184,193,182
702,0620409003,152,150,164,154
703,0620409004,136,150,155,155
704,0620409005,59,77,85,86
705,0620409006,106,113,107,96
706,0620409007,198,203,202,200
707,0620409008,174,173,177,166
708,0620409009,307,304,314,296
709,0620409010,188,189,194,188
710,0620409011,106,105,106,104
711,0620409012,91,97,101,89
712,0620409013,229,243,248,230
713,0620409014,155,158,164,163
714,0620410001,286,294,292,276
715,0620410002,152,185,184,146
716,0620410003,335,345,353,321
717,0620410004,485,519,523,449
718,0620410005,113,116,121,110
719,0620410006,66,70,70,69
720,0620410007,73,80,84,73
721,0620410008,63,70,73,73
722,0620410009,68,75,85,74
723,0620410010,248,257,259,234
724,0620410011,124,123,127,117
725,0620411001,58,62,63,66
726,0620411002,73,74,77,69
727,0620411003,24,24,24,18
728,0620411004,67,85,80,68
729,0620411005,108,118,120,115
730,0620411006,72,78,84,79
731,0620411007,205,216,227,208
732,0620411008,161,189,206,186
733,0620411009,7,9,13,13
734,0620411010,7,16,13,9
735,0620413001,173,185,202,201
736,0620413002,70,76,84,84
737,0620413003,326,389,396,374
738,0620413004,136,130,141,132
739,0620413005,267,278,278,274
740,0620413006,144,148,158,146
741,0620413007,292,298,317,306
742,0620414001,82,84,88,81
743,0620414002,29,25,27,21
744,0620414003,196,210,216,202
745,0620414004,47,47,52,47
746,0620414005,98,113,115,104
747,0620414006,186,203,216,208
748,0620414007,98,128,133,128
749,0620414008,149,162,165,161
750,0620414009,276,308,326,302
751,0620414010,125,149,161,156
752,0620415001,28,37,35,33
753,0620415002,49,59,56,54
754,0620415003,13,19,21,16
755,0620415004,31,34,35,35
756,0620415005,55,53,56,46
757,0620415006,14,16,19,16
758,0620415007,18,13,22,17
759,0620415008,50,52,70,45
760,0620415009,34,39,34,29
761,0620415010,70,70,74,64
762,0620415011,5,9,9,2
763,0620415012,25,13,30,10
764,0620415013,10,12,12,12
765,0620415014,33,18,41,22
766,0620415015,42,40,52,32
767,0620415016,15,8,15,14
768,0620415017,103,107,116,110
769,0620415018,20,19,23,20
770,0620415019,14,13,24,24
771,0620416001,116,129,132,122
772,0620416002,354,383,404,392
773,0620416003,203,216,253,184
774,0620416004,124,123,130,88
775,0620416005,42,41,47,42
776,0620416006,225,155,223,191
777,0620416007,150,152,167,136
778,0620416008,5,3,11,1
779,0620416009,141,122,129,93
780,0620416010,185,186,240,202
781,0620416011,18,15,19,16
782,0620417001,666,746,858,727
783,0620417002,97,103,103,96
784,0620417003,176,187,191,189
785,0620417004,44,43,47,44
786,0620417005,52,43,52,41
787,0620417006,108,102,114,115
788,0620417007,77,73,83,80
789,0620417008,216,175,214,193
790,0620417009,70,54,69,68
791,0620417010,46,39,37,24
792,0620418001,33,37,43,36
793,0620418002,37,33,37,28
794,0620419001,194,189,219,206
795,0620419002,13,9,11,3
796,0620419003,108,118,126,112
797,0620419004,82,85,93,79
798,0620419005,128,133,139,132
799,0620419006,192,203,208,203
800,0620419007,90,92,94,81
801,0620419008,113,136,148,124
802,0620419009,49,59,62,55
803,0620419010,127,125,136,127
804,0620419011,245,255,263,242
805,0620419013,32,35,38,27
806,0620419014,142,135,145,113
807,0620419015,120,143,144,127
808,0620420001,190,224,228,181
809,0620420002,56,73,74,57
810,0620420003,25,24,25,21
811,0620420004,217,230,234,214
812,0620420005,123,121,130,126
813,0620420006,249,273,280,255
814,0620420007,123,125,129,126
815,0620420008,156,184,186,183
816,0620420009,81,89,93,82
817,0620420010,75,91,97,88
818,0620420011,106,119,124,104
819,0620420012,75,75,79,79
820,0620420013,109,120,118,114
821,0620420014,46,51,49,44
822,0620420015,487,530,530,493
823,0620420016,830,854,858,844
824,0620421001,212,225,237,199
825,0620421002,81,73,79,67
826,0620421003,99,110,114,85
827,0620421004,32,34,30,25
828,0620421005,97,119,181,158
829,0620421006,103,87,111,101
830,0620421007,229,264,252,225
831,0620421008,196,206,223,178
832,0620421009,196,209,222,167
833,0620421010,114,114,133,94
834,0620421011,76,67,59,42
835,0620421012,53,60,55,20
836,0620421013,18,24,21,17
837,0620421014,72,83,84,60
838,0620422001,46,36,26,15
839,0620422002,176,188,181,123
840,0620422003,91,100,103,59
841,0620422004,82,81,92,74
842,0620422005,85,93,91,66
843,0620422006,119,122,120,108
844,0620422007,108,119,114,74
845,0620422008,112,124,147,113
846,0620501001,528,393,485,534
847,0620501002,481,332,463,476
848,0620501003,218,157,173,216
849,0620501004,198,103,170,194
850,0620501005,34,25,29,32
851,0620501006,254,200,228,242
852,0620501007,554,520,532,548
853,0620501008,93,110,118,123
854,0620501009,91,51,75,89
855,0620501010,69,62,60,79
856,0620501011,325,222,289,318
857,0620501012,296,265,280,293
858,0620501013,285,262,273,270
859,0620501014,114,104,99,104
860,0620501015,241,223,230,231
861,0620501016,109,94,104,107
862,0620501017,208,165,192,197
863,0620501018,306,277,299,304
864,0620501019,67,69,69,73
865,0620501020,190,167,174,181
866,0620501021,514,343,501,537
867,0620501022,77,58,56,59
868,0620501023,61,38,39,46
869,0620501024,0,0,0,0
870,0620501025,182,167,170,183
871,0620501026,279,153,228,236
872,0620501027,233,168,199,217
873,0620501028,186,186,182,177
874,0620501029,40,37,38,39
875,0620501031,31,27,40,34
876,0620501034,5,3,7,7
877,0620501036,296,184,265,314
878,0620501037,38,20,22,33
879,0620501038,75,57,62,77
880,0620501039,338,298,298,331
881,0620501040,301,205,308,311
882,0620501041,195,144,155,183
883,0620501042,42,34,27,33
884,0620501043,107,101,94,102
885,0620501044,234,200,223,228
886,0620501045,575,507,533,547
887,0620501046,384,337,380,378
888,0620501047,202,177,194,196
889,0620501048,504,332,446,477
890,0620501049,259,174,210,232
891,0620502001,289,110,197,231
892,0620502002,1196,622,1088,1150
893,0620502003,264,154,266,299
894,0620502004,867,491,770,924
895,0620502005,525,311,464,503
896,0620502006,363,262,345,356
897,0620502007,455,311,451,454
898,0620502008,823,523,754,849
899,0620502009,1289,776,1201,1251
900,0620502010,287,171,274,289
901,0620502011,297,162,272,302
902,0620502012,221,134,241,259
903,0620502013,980,690,918,963
904,0620503001,427,286,390,396
905,0620503002,1089,732,983,973
906,0620503003,292,237,233,210
907,0620503004,770,664,658,732
908,0620503005,196,156,179,192
909,0620503006,328,247,263,274
910,0620601001,34,33,18,29
911,0620601004,12,19,16,11
912,0620601005,124,120,94,116
913,0620601006,4,5,0,1
914,0620601007,8,8,2,6
915,0620601009,1,1,0,1
916,0620601010,196,186,179,190
917,0620601011,5,4,2,3
918,0620601012,274,244,203,243
919,0620601013,87,74,76,79
920,0620601014,1,0,0,0
921,0620601015,871,857,636,826
922,0620601016,478,497,432,480
923,0620601017,73,67,49,73
924,0620601018,176,149,157,165
925,0620602002,83,74,78,83
926,0620602003,138,128,136,139
927,0620602004,75,68,56,49
928,0620602005,43,32,29,22
929,0620602006,134,112,67,89
930,0620602007,279,258,148,256
931,0620602008,472,453,380,454
932,0620602009,566,556,442,550
933,0620603001,688,645,414,612
934,0620603002,30,29,19,30
935,0620603003,137,97,63,104
936,0620603004,57,57,36,53
937,0620603005,335,281,206,303
938,0620603006,462,423,243,410
939,0620603007,355,299,209,320
940,0620604001,381,376,281,369
941,0620604002,174,156,143,170
942,0620604003,249,237,182,246
943,0620604004,239,219,168,210
944,0620605001,17,19,8,20
945,0620605002,31,37,24,31
946,0620605003,35,34,22,34
947,0620605004,98,100,62,83
948,0620605005,139,137,105,127
949,0620605006,101,101,91,96
950,0620606001,137,128,96,125
951,0620606002,270,248,230,262
952,0620606003,113,120,116,132
953,0620607001,8,3,1,2
954,0620607002,2,2,0,1
955,0620607003,59,70,47,64
956,0620607004,58,61,46,60
957,0620607005,212,216,180,224
958,0620607006,168,170,146,167
959,0620607007,107,105,80,110
960,0620607008,12,13,6,9
961,0620607009,241,226,106,168
962,0620607010,263,229,138,185
963,0620607011,302,223,167,249
964,0620607012,20,18,5,8
965,0620607013,33,7,8,8
966,0620701001,23,26,19,24
967,0620701002,70,63,52,54
968,0620701003,25,24,18,20
969,0620701004,3,4,1,5
970,0620701005,4,3,0,3
971,0620701006,3,3,1,8
972,0620701007,16,9,2,12
973,0620701008,14,16,0,14
974,0620701010,0,0,0,0
975,0620701011,0,0,0,0
976,0620701012,0,0,0,0
977,0620701013,3,3,0,1
978,0620701014,3,1,0,3
979,0620701015,68,42,22,37
980,0620702001,136,114,73,119
981,0620703001,195,160,93,154
982,0620704001,139,152,96,122
983,0620704002,64,48,24,41
984,0620704003,152,164,146,161
985,0620704004,48,64,59,60
986,0620704005,39,38,30,40
987,0620704006,73,82,66,65
988,0620704007,132,157,133,150
989,0620704008,178,243,174,150
990,0620704009,204,205,183,233
991,0620705001,301,390,212,328
992,0620706002,12,10,5,14
993,0620706003,11,9,4,8
994,0620706004,105,120,105,129
995,0620706005,119,149,127,150
996,0620706006,92,111,91,122
997,0620706007,37,55,41,67
998,0620706008,97,108,83,110
999,0620707001,51,48,38,46
1000,0620707002,173,219,169,220
1001,0620707003,296,351,283,336
1002,0620707004,82,108,62,85
1003,0620707005,93,82,53,70
1004,0620707006,5,4,1,0
1005,0620708001,75,71,32,91
1006,0620708002,70,61,38,59
1007,0620708003,154,171,69,133
1008,0620708004,420,448,219,328
1009,0620708005,49,52,15,40
1010,0620708006,58,47,20,56
1011,0620708007,291,304,144,240
1012,0620708008,10,13,0,1
1013,0620708009,19,16,8,17
1014,0620708010,3,4,4,3
1015,0620708011,213,211,175,217
1016,0620708012,52,51,41,49
1017,0620708013,159,153,113,148
1018,0620709001,262,331,235,318
1019,0620709002,221,244,182,227
1020,0620709003,61,54,30,53
1021,0620709004,31,24,11,30
1022,0620709005,29,31,17,25
1023,0620709006,12,17,4,11
1024,0620709007,24,19,8,30
1025,0620709008,52,39,18,53
1026,0620709009,3,3,1,0
1027,0620710001,3,2,1,8
1028,0620710002,25,16,7,19
1029,0620710003,10,2,2,4
1030,0620710004,7,9,10,9
1031,0620710005,21,16,9,16
1032,0620710007,4,6,0,2
1033,0620710008,13,2,2,5
1034,0620710009,7,13,7,6
1035,0620710010,35,27,19,29
1036,0620710011,14,8,6,11
1037,0620801001,177,213,83,204
1038,0620801002,246,225,177,211
1039,0620801004,7,3,2,3
1040,0620801005,1,0,1,0
1041,0620801007,77,58,52,56
1042,0620801008,120,125,43,121
1043,0620801009,194,190,89,183
1044,0620801010,589,546,346,517
1045,0620801011,46,48,31,45
1046,0620801012,142,139,75,116
1047,0620802001,247,220,202,235
1048,0620802002,340,320,305,287
1049,0620802003,199,151,145,169
1050,0620802004,511,499,331,472
1051,0620802005,63,69,41,65
1052,0620802006,159,162,113,142
1053,0620802007,227,234,168,219
1054,0620802008,424,418,288,376
1055,0620802009,95,89,57,80
1056,0620802010,64,63,37,56
1057,0620802011,102,105,69,83
1058,0620802012,39,32,19,23
1059,0620802013,373,373,300,356
1060,0620802014,19,10,0,14
1061,0620802015,0,0,0,0
1062,0620802016,9,14,6,13
1063,0620803001,193,136,79,151
1064,0620803002,77,45,59,87
1065,0620803003,192,82,64,169
1066,0620803004,253,220,76,207
1067,0620803005,353,348,293,265
1068,0620803006,377,369,287,338
1069,0620804001,65,65,43,69
1070,0620804002,178,171,131,170
1071,0620804003,6,6,4,5
1072,0620804004,162,153,86,137
1073,0620804005,239,221,148,228
1074,0620804006,3,3,1,3
1075,0620804007,19,25,12,25
1076,0620804009,0,1,1,1
1077,0620804010,48,40,26,47
